AccelerationX,AccelerationY,AccelerationZ,Time
0.0,0.0,0.0,1646627386.492659
0.0,0.0,0.0,1646627386.4966595
0.0,0.0,0.0,1646627386.500661
0.0,0.0,0.0,1646627386.5046618
0.0,0.0,0.0,1646627386.5086591
0.0,0.0,0.0,1646627386.5126605
0.0,0.0,0.0,1646627386.5166616
0.0,0.0,0.0,1646627386.5206633
0.0,0.0,0.0,1646627386.5246644
0.0,0.0,0.0,1646627386.5286617
0.0,0.0,0.0,1646627386.532664
0.0,0.0,0.0,1646627386.5366657
0.0,0.0,0.0,1646627386.539666
0.0,0.0,0.0,1646627386.5446668
0.0,0.0,0.0,1646627386.5486674
0.0,0.0,0.0,1646627386.553669
0.0,0.0,0.0,1646627386.5586698
0.0,0.0,0.0,1646627386.5646715
0.0,0.0,0.0,1646627386.569672
0.0,0.0,0.0,1646627386.5746737
0.0,0.0,0.0,1646627386.5786743
0.0,0.0,0.0,1646627386.582675
0.0,0.0,0.0,1646627386.5866761
0.0,0.0,0.0,1646627386.5906773
0.0,0.0,0.0,1646627386.5976794
0.0,0.0,0.0,1646627386.60368
0.0,0.0,0.0,1646627386.6086814
0.0,0.0,0.0,1646627386.6156828
0.0,0.0,0.0,1646627386.6206837
0.0,0.0,0.0,1646627386.6256866
0.0,0.0,0.0,1646627386.6326869
0.0,0.0,0.0,1646627386.6386132
0.0,0.0,0.0,1646627386.6426153
0.0,0.0,0.0,1646627386.6466193
0.0,0.0,0.0,1646627386.6506217
0.0,0.0,0.0,1646627386.6546228
0.0,0.0,0.0,1646627386.6586235
0.0,0.0,0.0,1646627386.662625
0.0,0.0,0.0,1646627386.6666253
0.0,0.0,0.0,1646627386.6706262
0.0,0.0,0.0,1646627386.674627
-3.3758283974528314,0.0,0.0,1646627386.6786783
0.0,0.0,0.0,1646627386.6826327
0.0,0.0,0.0,1646627386.6866336
0.0,0.0,0.0,1646627386.6906343
0.0,0.0,0.0,1646627386.694635
0.0,0.0,0.0,1646627386.6986804
0.0,0.0,0.0,1646627386.7026823
0.0,0.0,0.0,1646627386.7066827
0.0,0.0,0.0,1646627386.7116838
0.0,0.0,0.0,1646627386.7166853
0.0,0.0,0.0,1646627386.7216866
0.0,0.0,3.253691697359085,1646627386.725687
0.0,0.0,3.495923205345869,1646627386.730689
0.0,0.0,3.519417430832982,1646627386.7366898
0.0,0.0,3.7849839935600755,1646627386.741691
5.44526001393795,0.0,4.677369991213083,1646627386.7466924
3.794037548929453,0.0,4.860828659802675,1646627386.750693
0.0,0.0,4.150543105661869,1646627386.7576947
0.0,0.0,3.5055525560975074,1646627386.7636962
0.0,0.0,3.7000522569566963,1646627386.7686973
0.0,-3.3435867326259614,3.3920988120138644,1646627386.774699
0.0,0.0,4.62111799454689,1646627386.7807004
0.0,0.0,5.190809274554253,1646627386.7857008
0.0,0.0,5.529540444940329,1646627386.7901354
0.0,0.0,5.84267149373889,1646627386.7956312
0.0,0.0,5.957914949864149,1646627386.8006337
0.0,0.0,6.409105526596307,1646627386.8056324
0.0,0.0,6.07398254609108,1646627386.809635
0.0,-3.6272251679897307,5.385260792702437,1646627386.8146355
0.0,-4.602029011249543,5.132572437852621,1646627386.8196373
0.0,-5.453256905674935,5.142523006677627,1646627386.825637
0.0,-4.671318146824837,5.548133218228817,1646627386.8316398
-3.6298263152390717,0.0,7.340502260684967,1646627386.8396416
-4.280288838654757,-3.267572153568268,9.895618480682373,1646627386.8476431
-4.904787113428116,-4.211427834033966,12.60116639816761,1646627386.8536446
-5.619104673534632,0.0,14.923132951915264,1646627386.8586378
-6.664213564455509,0.0,20.023725973129274,1646627386.8636413
-4.920336465328932,0.0,23.634706136345862,1646627386.8706415
0.0,0.0,26.55457075238228,1646627386.875644
0.0,0.0,26.806269563794135,1646627386.880571
-6.590834411889315,6.137021832704544,29.66784124982357,1646627386.8851519
-12.407644494712352,5.204983141899109,31.227219796776772,1646627386.8901339
-17.532017241954804,0.0,34.32626848387718,1646627386.8951373
-17.258226297974588,0.0,35.385870063066484,1646627386.901138
-10.49025929582119,0.0,37.86959724426269,1646627386.9071398
-3.4460006430149077,0.0,42.625707373857495,1646627386.913141
0.0,-4.718123934984207,48.595868403196334,1646627386.9191432
7.182889181822539,0.0,58.15818334007263,1646627386.9241464
8.713406524598598,8.125693472385406,64.78522478199005,1646627386.9291472
8.548804795205593,12.689682592868804,67.86253611469269,1646627386.9341483
6.372763297319412,11.088942664384842,69.72691266059876,1646627386.9391496
0.0,6.525716796398163,73.33199583530426,1646627386.9441507
0.0,6.2585017137527466,78.38135984754562,1646627386.9491518
-6.200020847201348,10.783189083814621,83.56108278369904,1646627386.954153
-6.897639382362366,20.109919809103012,93.33327681541442,1646627386.9611547
-3.2697847228348254,26.468181308984757,99.9777004699707,1646627386.9681606
0.0,25.316609721660612,103.25201532649994,1646627386.9731624
3.33848128297925,24.222385628461836,98.61187738656997,1646627386.9781628
0.0,23.639168670415877,88.98871319913864,1646627386.9831638
0.0,12.708372690439225,80.13787615871429,1646627386.9881651
-5.401444909870625,5.935446464776993,68.60691824817657,1646627386.9941664
-9.201813331425189,0.0,54.426526820421216,1646627386.9991639
-11.102528750598431,-6.434774686098098,40.62511518764496,1646627387.0051644
-14.737486164987088,-12.548611285924911,29.081741958856583,1646627387.0111673
-13.519290113806724,-15.51991106581688,10.62765337496996,1646627387.0181677
-15.904802232205867,-24.166252050995826,-11.567832786500453,1646627387.0261703
-18.070664473176002,-27.141696502894163,-21.771660488009452,1646627387.033172
-21.891220731496812,-20.79049269145727,-38.18435643720627,1646627387.0441742
-18.10055405461788,-9.67391664302349,-39.84168827819824,1646627387.0521762
-7.330046372681856,0.0,-47.78805576825142,1646627387.058177
0.0,-12.132822776317596,-59.911021464586256,1646627387.0641785
18.212500950336455,-38.305080736637116,-84.70295454406738,1646627387.0751815
8.701009424686431,-54.519401992321015,-102.8758354024887,1646627387.083183
-12.201159763991832,-55.17022816336155,-101.07308670139312,1646627387.090185
-26.36259740769863,-40.88681203144789,-93.09844051456452,1646627387.0961854
-39.248019747018816,-23.66776762640476,-84.7404037771225,1646627387.1021872
-51.68584435772896,-13.143856182813645,-72.73754870986939,1646627387.1081884
-49.76347979927063,0.0,-62.920637286901474,1646627387.1151917
-36.51977177977562,4.608871435642242,-53.530594958782196,1646627387.1256676
-27.8689797668457,7.615833133697509,-48.32739529633522,1646627387.1317286
-23.50838401269913,7.97886517047882,-43.15731849098206,1646627387.1377308
-20.25929100751877,10.221231967926025,-33.21802202320099,1646627387.143733
-9.388265560686587,20.485221417427063,-21.264705494880676,1646627387.1537347
0.0,30.39322836828232,-16.31678310906887,1646627387.1607366
-6.520152532279491,16.54549613046646,-16.888549361944197,1646627387.1687384
-8.101916622936725,7.601630500555038,-18.277024552106855,1646627387.1757393
-5.421507135987282,0.0,-22.43621369767189,1646627387.1827412
-5.376335245132446,6.043199307203293,-22.688044831752777,1646627387.1887422
-3.448248690098524,0.0,-22.10217374944687,1646627387.198745
0.0,4.651195512533188,-20.97815020763874,1646627387.206746
0.0,0.0,-21.636162074923515,1646627387.212748
5.620781240105629,0.0,-21.785730798482895,1646627387.2187498
11.83495198315382,0.0,-19.872231858849524,1646627387.2307553
5.413300253927708,0.0,-17.68503786122799,1646627387.241758
0.0,0.0,-16.340532151579858,1646627387.2517605
0.0,0.0,-12.883396268308163,1646627387.2597623
0.0,0.0,-9.98517024409771,1646627387.2667637
0.0,0.0,-6.28044857904315,1646627387.2757657
3.305544204995036,0.0,0.0,1646627387.2817671
3.683421790495515,0.0,0.0,1646627387.2887688
3.9916930975019933,0.0,0.0,1646627387.2957702
4.255300469696522,0.0,0.0,1646627387.302772
0.0,0.0,0.0,1646627387.3097737
0.0,0.0,0.0,1646627387.3167753
0.0,0.0,0.0,1646627387.3237767
-4.804560841947794,4.242943641901016,0.0,1646627387.3317785
-7.569225829541683,4.8376515772342685,3.711868287757039,1646627387.33978
-8.767436363399028,5.0808453011512755,3.48994255630672,1646627387.3457818
-8.390083753705024,0.0,0.0,1646627387.3557835
-7.674645765781403,0.0,0.0,1646627387.3627853
-8.07187937706709,0.0,0.0,1646627387.3707867
-9.167910921216011,0.0,0.0,1646627387.3777888
-7.654526008069515,0.0,0.0,1646627387.3847897
-4.27156177508831,0.0,0.0,1646627387.3907914
-3.771017719388008,0.0,4.837050372064113,1646627387.4007938
0.0,3.5042648072242737,5.892047505915165,1646627387.4087956
0.0,0.0,5.91457064601779,1646627387.414797
0.0,0.0,4.5539330770671365,1646627387.4207985
0.0,0.0,0.0,1646627387.4278283
0.0,0.0,0.0,1646627387.4358294
0.0,0.0,0.0,1646627387.4418314
0.0,0.0,0.0,1646627387.447832
0.0,0.0,3.3404047559797765,1646627387.453833
-3.6794377275258303,0.0,3.4076771694272754,1646627387.4598346
-4.674796890616417,0.0,3.3496992249041795,1646627387.4667654
-4.542002462506294,0.0,0.0,1646627387.4737687
-4.546155284821987,0.0,0.0,1646627387.4827697
-4.572444826692343,0.0,0.0,1646627387.4897733
-5.084355207890272,0.0,0.0,1646627387.4957685
-4.9771609013676645,0.0,0.0,1646627387.501771
-4.57524949195981,0.0,0.0,1646627387.5077724
0.0,0.0,3.4532239745110274,1646627387.513774
0.0,0.0,3.9690124646574256,1646627387.519775
0.0,0.0,0.0,1646627387.53878
-3.9829276795387267,0.0,0.0,1646627387.547782
0.0,0.0,3.756466540664434,1646627387.557784
0.0,0.0,3.594356888204813,1646627387.5657856
0.0,0.0,0.0,1646627387.574788
0.0,0.0,0.0,1646627387.5827909
-3.289585180193186,0.0,0.0,1646627387.589791
0.0,0.0,0.0,1646627387.595793
0.0,0.0,0.0,1646627387.6037943
0.0,0.0,0.0,1646627387.6087952
0.0,0.0,0.0,1646627387.6157823
0.0,0.0,0.0,1646627387.6257896
-4.005766284555197,0.0,0.0,1646627387.6327906
-4.714754980653525,0.0,0.0,1646627387.6387844
-4.13466198822856,0.0,0.0,1646627387.6447861
-4.155614515781402,0.0,0.0,1646627387.6497874
-3.847054591938853,0.0,0.0,1646627387.6557891
0.0,0.0,0.0,1646627387.6617906
0.0,0.0,0.0,1646627387.6677227
0.0,0.0,0.0,1646627387.6737251
0.0,0.0,0.0,1646627387.6794443
0.0,0.0,0.0,1646627387.685447
0.0,0.0,0.0,1646627387.691448
0.0,0.0,0.0,1646627387.6974494
0.0,0.0,0.0,1646627387.703451
0.0,0.0,0.0,1646627387.709452
0.0,0.0,0.0,1646627387.715454
0.0,0.0,0.0,1646627387.7224553
0.0,0.0,0.0,1646627387.7324576
0.0,0.0,0.0,1646627387.7394595
0.0,0.0,0.0,1646627387.7453802
-4.127854562222957,0.0,0.0,1646627387.7513826
-4.718903967529535,0.0,-3.5263770758509634,1646627387.759443
-4.995146716326475,0.0,-4.068123821765185,1646627387.7654448
-5.626703638404607,0.0,-4.442179871052503,1646627387.7714462
-5.661479090571404,0.0,-4.457542724698782,1646627387.7774477
-4.415113652646541,0.0,-4.506298354506493,1646627387.7834501
-3.7017901905626056,0.0,-5.0383112339377405,1646627387.7893853
-3.646872207760811,0.0,-5.779551183462143,1646627387.794387
-4.321590770870447,0.0,-5.751671851843596,1646627387.8002524
-4.155986553430557,0.0,-5.411559923171997,1646627387.806158
0.0,0.0,-4.573174039661884,1646627387.8121603
-3.231427689149976,0.0,-4.150510504424572,1646627387.8181603
-4.148638330429792,0.0,-4.242534688144922,1646627387.8231616
-5.067251064628363,0.0,-4.536456896156072,1646627387.8294442
-4.110742748081684,0.0,-4.71579822024703,1646627387.8354468
0.0,0.0,-5.7656414820253845,1646627387.8414478
0.0,0.0,-6.118334132283926,1646627387.8484504
0.0,0.0,-5.991811127483845,1646627387.854451
0.0,0.0,-5.864738216519355,1646627387.861453
-3.3728544934093954,0.0,-6.445227218091488,1646627387.868455
-4.739690132886171,0.0,-8.314382721841335,1646627387.8774567
-7.456248638838529,0.0,-9.984417539060116,1646627387.8874588
-7.829219738125801,0.0,-10.175634343266488,1646627387.8954608
-6.825501473963261,0.0,-9.741446270644664,1646627387.9034624
-5.415326804369688,0.0,-10.57632176798582,1646627387.913465
-5.339928772240877,0.0,-11.348274000763894,1646627387.9214668
-4.03591188159585,0.0,-11.661407926142216,1646627387.9284682
0.0,3.2454953627586365,-11.413806323170661,1646627387.9344695
-3.5931652650386097,3.8162202937602996,-11.663848224639892,1646627387.9414709
-6.638141204357147,0.0,-13.273518015563488,1646627387.9484727
-9.587404465556144,0.0,-15.357105281054974,1646627387.9554741
-8.895495941221714,0.0,-17.20590706527233,1646627387.964476
-6.859471483796835,0.0,-20.116330746531485,1646627387.9724782
-5.918262736141681,0.0,-22.696849083542823,1646627387.9794796
-5.59781079185009,0.0,-22.92434627056122,1646627387.9854803
-5.269948298662901,0.0,-22.836334436178205,1646627387.9934828
-4.758748432666064,0.0,-24.831723848462104,1646627388.0014849
-11.83814594554901,3.4329601480960847,-26.259690643310545,1646627388.0094857
-15.282553922235966,8.825369720935822,-26.75490919101238,1646627388.0164876
-12.189253600358963,7.599451970815658,-30.552750057816503,1646627388.0234897
-15.322726317465305,7.81666059088707,-35.593873627901075,1646627388.030491
-21.135318854928016,18.644371458530426,-37.40688980102539,1646627388.0414937
-12.480826601564884,18.39321152639389,-45.25241974639893,1646627388.050495
0.0,16.57849625349045,-53.427145479679105,1646627388.0574965
5.877367360532284,16.940454367160797,-64.34993306159973,1646627388.065499
11.651311131179332,0.0,-88.94959938526154,1646627388.0765018
7.490350971341133,-10.498743288397788,-99.76292351865769,1646627388.0845027
-12.588316716372967,-7.897851095795631,-97.09800633144378,1646627388.0945053
-22.831607256770134,-5.657791315317154,-85.87946799564361,1646627388.1035078
-27.191566327929497,-13.972121299862861,-65.81052218866348,1646627388.1115093
0.0,-27.150754852563143,-38.394645924091336,1646627388.1235125
11.766826903522015,-33.1367377897352,-10.645608985841275,1646627388.1325142
14.490794520080089,-24.41502346307039,8.666703334450721,1646627388.1405163
9.377101554632187,-16.98948471033573,29.104781445026397,1646627388.150519
0.0,-13.291852376103401,41.27247987437248,1646627388.1585202
-22.95875208222866,0.0,57.81335046458244,1646627388.1665218
-52.66323712277412,10.991725774765014,71.51064525175094,1646627388.1735227
-47.7946680662632,4.876124872684478,73.80623261022568,1646627388.1805253
-27.607654001832007,-5.909077816963196,68.60600541353226,1646627388.187526
-23.44747723054886,-11.84869532239437,70.39279868555069,1646627388.2045302
-32.488690155029296,0.0,72.96087102079392,1646627388.2135324
-39.32555316019058,7.35906578874588,77.05853971385956,1646627388.220534
-36.38662832665443,11.452960409164428,77.1252917060852,1646627388.2275357
-29.94022458744049,11.310220685958862,73.81391883134842,1646627388.2335372
-22.914213038921357,4.880957526683807,63.854413431882854,1646627388.2405386
-16.981441793322563,0.0,53.1373971889019,1646627388.2475402
-5.494256797015667,-7.515402145624161,47.939927673339845,1646627388.2545416
0.0,-8.606607747793198,42.877887532949444,1646627388.2615435
0.0,-3.576829408288002,39.07393681073189,1646627388.268794
0.0,-5.361887143850327,31.120500605344773,1646627388.2757957
-8.027569501280784,-8.010634117364884,27.28764600968361,1646627388.282798
-11.818543013334274,0.0,27.555869812965394,1646627388.2897997
-12.21979041224718,3.3151009221076966,25.189683516263962,1646627388.2967975
-13.299825296342373,0.0,20.49429414999485,1646627388.3037999
-11.722542916953563,0.0,17.18148298537731,1646627388.310802
-5.57581214812398,-3.6728669002056122,14.252459339380264,1646627388.3178039
0.0,-5.447060752868652,13.194580831468105,1646627388.3248048
0.0,0.0,16.44095546877384,1646627388.3318064
0.0,3.51803787112236,18.851024948596955,1646627388.338808
4.563741255193949,0.0,18.226776456832887,1646627388.3458095
3.7173373850286007,0.0,16.738512714743614,1646627388.352811
0.0,0.0,14.854464198708534,1646627388.359813
4.032405810296535,0.0,13.388177525997161,1646627388.3668141
8.026447155743837,0.0,11.926624744713306,1646627388.3748162
8.145172711670398,0.0,7.691028366953135,1646627388.3828182
0.0,0.0,5.068567099869251,1646627388.3908195
0.0,0.0,5.6168829950988295,1646627388.3988216
0.0,0.0,5.823497171908617,1646627388.4068234
0.0,0.0,5.644441588073969,1646627388.4148254
-4.54352417320013,0.0,6.799189878314733,1646627388.4238272
0.0,5.430767805099487,6.191787117063999,1646627388.433829
-5.628012961626053,4.411407659053802,4.851980300456286,1646627388.4438322
-8.84676955664158,0.0,0.0,1646627388.4518332
-6.369067371755838,0.0,0.0,1646627388.4598372
-4.918729895532131,0.0,3.8552993489652874,1646627388.4688373
-5.380906609803438,4.57175205039978,4.56513879352808,1646627388.4778397
-6.841717233508825,0.0,0.0,1646627388.4868414
-6.2667694834172725,0.0,0.0,1646627388.5098464
-5.8327468141317365,0.0,3.238159604936838,1646627388.5178483
0.0,0.0,3.516466059997678,1646627388.5258224
0.0,0.0,6.306783187329769,1646627388.5328257
0.0,0.0,7.018277384400368,1646627388.5398266
0.0,0.0,6.310980596631765,1646627388.5464733
0.0,0.0,5.712928157895804,1646627388.553476
0.0,0.0,6.087282892048359,1646627388.5604784
0.0,0.0,7.18166855314374,1646627388.5674796
0.0,0.0,7.927380145907402,1646627388.5754812
0.0,0.0,7.638947890371084,1646627388.5834832
0.0,0.0,7.403066432207822,1646627388.591485
0.0,0.0,6.848818550080061,1646627388.6024873
0.0,0.0,5.878223622441292,1646627388.6104896
0.0,0.0,4.266126957058907,1646627388.6174908
0.0,0.0,0.0,1646627388.6244924
0.0,0.0,3.3125191917717456,1646627388.6314936
0.0,0.0,4.69903782826662,1646627388.6384954
0.0,0.0,4.538179967433214,1646627388.6464968
0.0,0.0,4.016114061102271,1646627388.6534986
-3.9810734841674567,0.0,0.0,1646627388.6615002
-5.4229051537513735,0.0,0.0,1646627388.6685023
-5.533019668161869,0.0,0.0,1646627388.675504
-3.583510744214058,0.0,0.0,1646627388.6825051
0.0,0.0,0.0,1646627388.6895068
0.0,0.0,0.0,1646627388.6967652
0.0,0.0,3.250639406517148,1646627388.7048423
0.0,0.0,3.5303807954490183,1646627388.7128448
-3.2310839378684757,0.0,3.4533958501517774,1646627388.7218468
-3.711377111762762,0.0,0.0,1646627388.729849
0.0,0.0,0.0,1646627388.7388508
0.0,0.0,5.146327762842178,1646627388.7478359
0.0,0.0,6.878073845684528,1646627388.7584922
0.0,0.0,6.802714647382498,1646627388.7664952
0.0,0.0,5.966770980089903,1646627388.7754974
-4.373222021579743,0.0,5.8320904745161535,1646627388.783499
-3.523630181893706,0.0,5.544925831794739,1646627388.7915003
0.0,0.0,5.6074943181872365,1646627388.801503
0.0,0.0,6.420774372398853,1646627388.8225079
0.0,0.0,7.888707407593727,1646627388.836511
0.0,0.0,6.530015844851732,1646627388.8455122
0.0,0.0,5.692731211960315,1646627388.8535147
0.0,0.0,4.296192968726158,1646627388.8615162
-3.236362941160798,0.0,4.152054268896579,1646627388.8695178
0.0,0.0,5.351690148025751,1646627388.87752
0.0,0.0,6.164615903496742,1646627388.8849223
0.0,0.0,6.777134182423353,1646627388.8919241
0.0,0.0,6.611651260763407,1646627388.899927
0.0,0.0,5.35684833496809,1646627388.9089248
0.0,0.0,5.335881903946399,1646627388.923929
0.0,0.0,6.545786693394184,1646627388.9399328
0.0,0.0,6.742656456261873,1646627388.9489348
0.0,0.0,7.560363087296486,1646627388.9589372
0.0,0.0,8.038536461621522,1646627388.9699395
0.0,0.0,7.336029179155826,1646627388.9783666
0.0,0.0,7.357499491065741,1646627388.9863703
-3.3763977205306293,0.0,8.98160827410221,1646627388.9983718
-3.397447092935443,0.0,10.865221467733383,1646627389.0079358
-3.933840044483542,0.0,10.84958054471016,1646627389.015939
0.0,0.0,11.88791077542305,1646627389.023941
-5.53137714111805,0.0,18.849954860925674,1646627389.047946
-5.541376132369042,0.0,22.44024666249752,1646627389.0719514
-6.712360318213701,-6.03210913336277,24.254252379059793,1646627389.0819535
-7.503882402539253,-8.654815389156342,26.404733548045158,1646627389.091956
-6.534314413875341,-10.077775017499924,29.640481140851975,1646627389.1009579
-9.335230059623719,-6.1603508945703505,44.72936933064461,1646627389.1109602
-10.02655080282688,0.0,61.42558289885521,1646627389.122963
-7.935915437489748,0.0,77.76300259113312,1646627389.131965
-7.610288526207208,5.042395018339157,98.72362675714493,1646627389.1411026
0.0,8.89191459941864,113.33788695716858,1646627389.1481037
0.0,7.317389901161194,121.56768193340301,1646627389.158106
-14.408057374119759,6.340442047119141,124.72655005550385,1646627389.1661074
-30.314003526210783,14.609197419643403,123.98685482931137,1646627389.1748962
-44.151721431016924,17.602355370283128,118.93828858852386,1646627389.182899
-52.98034360480308,13.772523101091386,104.11785816383362,1646627389.1899014
-53.61889445114136,3.9021955096721648,86.66304065179824,1646627389.1984074
-63.34738364768028,0.0,68.57507642793655,1646627389.2064104
-60.063902090311046,0.0,54.07402306556702,1646627389.2144132
-43.635045516014095,-13.885488306045533,32.99879596185684,1646627389.2224152
-49.43322159457207,-12.940234607815743,20.566588352560995,1646627389.2304158
-28.164229995846746,13.684994532108307,25.306562787413597,1646627389.2384176
-9.011341561377048,19.140995694875716,17.905387706398965,1646627389.2464197
-20.00682894361019,14.622222572803498,0.0,1646627389.2544215
-40.90136656618118,9.377627009868622,-42.41373796439171,1646627389.2623236
-37.168708996772764,-6.430181747078896,-75.2861830368042,1646627389.2703276
-40.35372331118584,-14.73447055053711,-87.76161029815674,1646627389.278906
-80.28593180131912,8.274853721618653,-106.77387713098526,1646627389.2869081
-90.38106218338012,0.0,-135.1308,1646627389.2949102
-55.48682261419296,-47.15270271974802,-135.1308,1646627389.3029125
-24.82948203396797,-57.47277684485912,-135.1308,1646627389.310914
-6.3528089429438115,-45.25640285050869,-135.1308,1646627389.318916
13.410455677390098,-45.248691699028015,-134.11860598945617,1646627389.3289146
22.212866456389428,-33.35378999578208,-104.9933126130104,1646627389.336918
33.797756402015686,-29.058970953464506,-87.20518005084992,1646627389.34492
46.78900427532196,-33.235141028791666,-73.24047457361222,1646627389.3529215
57.68328303408622,-30.640585102401673,-60.23789297604561,1646627389.3609238
42.867366921901706,-29.14446386283636,-51.819720379829405,1646627389.3679261
18.47466667664051,-24.160366089373827,-37.50475104451179,1646627389.376927
-11.971700749576092,5.248607432842254,-28.02713987529278,1646627389.38493
-21.440527803063393,3.63127539229393,-27.42497009205818,1646627389.393931
-25.074616490364075,0.0,-32.03239748466015,1646627389.4039335
-22.771699606657027,0.0,-33.1334582490921,1646627389.4139361
-16.43246764075756,8.45205487036705,-12.11319970804453,1646627389.4319406
0.0,13.064328341007233,7.485326065927744,1646627389.4519439
0.0,8.165236855506897,10.807818359732627,1646627389.4609463
3.9855669414699078,10.077936105966568,13.9806820012331,1646627389.470949
5.450317520588636,8.802729120492936,12.730633582353592,1646627389.4799511
0.0,4.1703234269618985,8.770627449214459,1646627389.4879894
-5.922615001320839,0.0,6.388829474717379,1646627389.4959588
-5.306772834479808,0.0,4.468409004747867,1646627389.5039606
0.0,4.855762523412705,0.0,1646627389.510962
0.0,0.0,0.0,1646627389.5209641
-4.334470656752586,0.0,-6.577246887385845,1646627389.5309665
-8.462302206337451,0.0,-7.30354492276907,1646627389.5399685
-13.979393293499946,4.951445237159729,-4.526443042576313,1646627389.5489705
-16.86940284705162,5.769287546873093,-4.712043804228306,1646627389.5589771
-14.609489871919155,0.0,-3.852778026804328,1646627389.5689793
-9.730442394196986,0.0,-3.8995092636048794,1646627389.576981
-7.572521910518407,0.0,0.0,1646627389.5849829
-7.3115279110372065,0.0,0.0,1646627389.593985
-8.101443904995918,3.308546155691147,0.0,1646627389.6029868
-7.57843040534854,0.0,0.0,1646627389.611989
-5.459329365551471,0.0,0.0,1646627389.6199908
-3.6125795415639876,0.0,0.0,1646627389.6279929
-3.81679417142272,0.0,0.0,1646627389.6359944
-3.7466046663820745,0.0,0.0,1646627389.6439962
-3.926834853619337,0.0,0.0,1646627389.651998
0.0,0.0,0.0,1646627389.6680017
0.0,0.0,0.0,1646627389.6790042
-6.909101593852043,0.0,0.0,1646627389.6900065
-8.996855105698108,0.0,0.0,1646627389.6980083
-8.462611918091774,0.0,0.0,1646627389.7050142
-4.5063333528935905,0.0,0.0,1646627389.7250204
-3.4177166725099086,0.0,0.0,1646627389.7330232
-4.127257671922445,0.0,0.0,1646627389.7400239
-3.9492633063048124,0.0,0.0,1646627389.750027
-4.812491572350264,4.17346081662178,0.0,1646627389.760028
-5.79426249179244,6.180669136285782,0.0,1646627389.76903
-6.479773982167244,0.0,0.0,1646627389.7770321
-6.893624635875225,0.0,0.0,1646627389.7850335
-6.564325291097164,0.0,0.0,1646627389.7930353
0.0,0.0,0.0,1646627389.8160253
0.0,0.0,0.0,1646627389.8240025
-6.4623721129000185,0.0,0.0,1646627389.8490083
-5.1920634633302685,0.0,-3.3667139544785023,1646627389.8580103
0.0,0.0,-3.929924779713154,1646627389.8660312
0.0,0.0,-3.2981638601869343,1646627389.8740153
0.0,0.0,0.0,1646627389.8830178
0.0,0.0,0.0,1646627389.8920197
0.0,0.0,0.0,1646627389.9010267
0.0,0.0,0.0,1646627389.9100282
0.0,0.0,0.0,1646627389.9190304
0.0,0.0,0.0,1646627389.9290338
-4.5695054416060445,0.0,-3.447641252338886,1646627389.938035
-4.61802135643363,0.0,-5.223632967352867,1646627389.946037
-5.206353832155466,0.0,-4.981560150682926,1646627389.9560392
-5.156546812444925,0.0,0.0,1646627389.9690418
-4.763283840090036,0.0,0.0,1646627389.9800456
0.0,0.0,0.0,1646627389.9910474
0.0,0.0,0.0,1646627390.0010495
